item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
511145.b2067	511145.b4003	inhibition	inhibition	f	f	175
511145.b2067	511145.b4003	ptmod		f	f	175
511145.b2067	511145.b4004	activation	activation	f	f	209
511145.b2067	511145.b4004	ptmod		f	f	209
511145.b2067	511145.b4112	binding		f	f	185
511145.b2067	511145.b4112	inhibition	inhibition	f	f	181
511145.b2067	511145.b4113	activation	activation	f	f	153
511145.b2067	511145.b4113	binding		f	f	153
511145.b2067	511145.b4113	inhibition	inhibition	f	f	153
511145.b2067	511145.b4113	ptmod		f	f	153
511145.b2067	511145.b4113	ptmod		t	t	153
511145.b2067	511145.b4125	binding		f	f	181
511145.b2067	511145.b4398	activation	activation	f	f	153
511145.b2067	511145.b4398	binding		f	f	153
511145.b2067	511145.b4398	inhibition	inhibition	f	f	153
511145.b2067	511145.b4398	ptmod		f	f	153
511145.b2067	511145.b4398	ptmod		t	t	153
511145.b2067	511145.b4399	binding		f	f	183
511145.b2067	511145.b4399	inhibition	inhibition	f	f	183
511145.b2067	511145.b4401	activation	activation	f	f	153
511145.b2067	511145.b4401	binding		f	f	153
511145.b2067	511145.b4401	inhibition	inhibition	f	f	153
511145.b2067	511145.b4401	ptmod		f	f	153
511145.b2067	511145.b4401	ptmod		t	t	153
511145.b2068	511145.b0714	reaction		f	f	153
511145.b2068	511145.b0714	reaction		t	f	153
511145.b2068	511145.b0714	reaction		t	t	153
511145.b2068	511145.b1335	binding		f	f	189
511145.b2068	511145.b1735	binding		f	f	167
511145.b2068	511145.b1749	reaction		f	f	169
511145.b2068	511145.b1749	reaction		t	f	169
511145.b2068	511145.b1749	reaction		t	t	169
511145.b2068	511145.b2213	binding		f	f	432
511145.b2068	511145.b3635	reaction		f	f	153
511145.b2068	511145.b3635	reaction		t	f	153
511145.b2068	511145.b3635	reaction		t	t	153
511145.b2069	511145.b0015	activation	activation	t	f	165
511145.b2069	511145.b0015	binding		f	f	165
511145.b2069	511145.b0015	catalysis		t	f	165
511145.b2069	511145.b0015	catalysis		t	t	165
511145.b2069	511145.b0015	inhibition	inhibition	f	f	165
511145.b2069	511145.b0015	reaction		f	f	165
511145.b2069	511145.b0015	reaction		t	f	165
511145.b2069	511145.b0015	reaction		t	t	165
511145.b2069	511145.b0055	catalysis		t	f	171
511145.b2069	511145.b0055	catalysis		t	t	171
511145.b2069	511145.b0055	reaction		f	f	171
511145.b2069	511145.b0055	reaction		t	f	171
511145.b2069	511145.b0055	reaction		t	t	171
511145.b2069	511145.b0318	binding		f	f	181
511145.b2069	511145.b0473	binding		f	f	237
511145.b2069	511145.b0473	reaction		f	f	237
511145.b2069	511145.b0473	reaction		t	f	237
511145.b2069	511145.b0473	reaction		t	t	237
511145.b2069	511145.b0525	binding		f	f	165
511145.b2069	511145.b0525	catalysis		t	f	165
511145.b2069	511145.b0525	catalysis		t	t	165
511145.b2069	511145.b0525	reaction		f	f	165
511145.b2069	511145.b0525	reaction		t	f	165
511145.b2069	511145.b0525	reaction		t	t	165
511145.b2069	511145.b0646	binding		f	f	185
511145.b2069	511145.b0646	catalysis		t	f	152
511145.b2069	511145.b0646	catalysis		t	t	152
511145.b2069	511145.b0646	reaction		f	f	152
511145.b2069	511145.b0646	reaction		t	f	152
511145.b2069	511145.b0646	reaction		t	t	152
511145.b2069	511145.b0649	binding		f	f	185
511145.b2069	511145.b0649	catalysis		t	f	152
511145.b2069	511145.b0649	catalysis		t	t	152
511145.b2069	511145.b0649	reaction		f	f	152
511145.b2069	511145.b0649	reaction		t	f	152
511145.b2069	511145.b0649	reaction		t	t	152
511145.b2069	511145.b0723	binding		f	f	163
511145.b2069	511145.b0724	binding		f	f	161
511145.b2069	511145.b0947	binding		f	f	172
511145.b2069	511145.b1000	activation	activation	t	f	190
511145.b2069	511145.b1000	binding		f	f	188
511145.b2069	511145.b1000	catalysis		t	f	190
511145.b2069	511145.b1000	catalysis		t	t	190
511145.b2069	511145.b1000	inhibition	inhibition	f	f	190
511145.b2069	511145.b1000	reaction		f	f	190
511145.b2069	511145.b1000	reaction		t	f	190
511145.b2069	511145.b1000	reaction		t	t	190
511145.b2069	511145.b1024	binding		f	f	185
511145.b2069	511145.b1024	reaction		f	f	185
511145.b2069	511145.b1024	reaction		t	f	185
511145.b2069	511145.b1024	reaction		t	t	185
511145.b2069	511145.b1411	binding		f	f	210
511145.b2069	511145.b1411	catalysis		t	f	206
511145.b2069	511145.b1411	catalysis		t	t	206
511145.b2069	511145.b1411	reaction		f	f	210
511145.b2069	511145.b1411	reaction		t	f	210
511145.b2069	511145.b1411	reaction		t	t	210
511145.b2069	511145.b1559	activation	activation	t	f	165
511145.b2069	511145.b1559	binding		f	f	165
511145.b2069	511145.b1559	catalysis		t	f	165
511145.b2069	511145.b1559	catalysis		t	t	165
511145.b2069	511145.b1559	inhibition	inhibition	f	f	165
511145.b2069	511145.b1559	reaction		f	f	165
511145.b2069	511145.b1559	reaction		t	f	165
511145.b2069	511145.b1559	reaction		t	t	165
511145.b2069	511145.b2195	binding		f	f	185
511145.b2069	511145.b2195	inhibition	inhibition	t	f	179
511145.b2069	511145.b2195	reaction		f	f	189
511145.b2069	511145.b2195	reaction		t	f	189
511145.b2069	511145.b2195	reaction		t	t	189
511145.b2069	511145.b2275	binding		f	f	185
511145.b2069	511145.b2275	reaction		f	f	185
511145.b2069	511145.b2275	reaction		t	f	185
511145.b2069	511145.b2275	reaction		t	t	185
511145.b2069	511145.b2508	reaction		t	f	187
511145.b2069	511145.b2508	reaction		t	t	187
511145.b2069	511145.b2525	binding		f	f	172
511145.b2069	511145.b2527	catalysis		t	f	171
511145.b2069	511145.b2527	catalysis		t	t	171
511145.b2069	511145.b2527	reaction		f	f	171
511145.b2069	511145.b2527	reaction		t	f	171
511145.b2069	511145.b2527	reaction		t	t	171
511145.b2069	511145.b2549	binding		f	f	185
511145.b2069	511145.b2549	reaction		f	f	185
511145.b2069	511145.b2549	reaction		t	f	185
511145.b2069	511145.b2549	reaction		t	t	185
511145.b2069	511145.b2567	binding		f	f	165
511145.b2069	511145.b2567	catalysis		t	f	165
511145.b2069	511145.b2567	catalysis		t	t	165
511145.b2069	511145.b2567	reaction		f	f	165
511145.b2069	511145.b2567	reaction		t	f	165
511145.b2069	511145.b2567	reaction		t	t	165
511145.b2069	511145.b2584	binding		f	f	185
511145.b2069	511145.b2584	reaction		t	f	191
511145.b2069	511145.b2584	reaction		t	t	191
511145.b2069	511145.b2592	binding		f	f	153
511145.b2069	511145.b2614	binding		f	f	221
511145.b2069	511145.b2614	catalysis		t	f	171
511145.b2069	511145.b2614	catalysis		t	t	171
511145.b2069	511145.b2614	reaction		f	f	171
511145.b2069	511145.b2614	reaction		t	f	171
511145.b2069	511145.b2614	reaction		t	t	171
511145.b2069	511145.b2851	binding		f	f	185
511145.b2069	511145.b2851	reaction		f	f	185
511145.b2069	511145.b2851	reaction		t	f	185
511145.b2069	511145.b2851	reaction		t	t	185
511145.b2069	511145.b2852	binding		f	f	185
511145.b2069	511145.b2852	reaction		f	f	185
511145.b2069	511145.b2852	reaction		t	f	185
511145.b2069	511145.b2852	reaction		t	t	185
511145.b2069	511145.b3207	binding		f	f	183
511145.b2069	511145.b3207	reaction		t	f	181
511145.b2069	511145.b3207	reaction		t	t	181
511145.b2069	511145.b3295	binding		f	f	163
511145.b2069	511145.b3295	catalysis		t	f	163
511145.b2069	511145.b3295	catalysis		t	t	163
511145.b2069	511145.b3295	reaction		f	f	163
511145.b2069	511145.b3295	reaction		t	f	163
511145.b2069	511145.b3295	reaction		t	t	163
511145.b2069	511145.b3313	binding		f	f	237
511145.b2069	511145.b3340	binding		f	f	161
511145.b2069	511145.b3340	catalysis		t	f	161
511145.b2069	511145.b3340	catalysis		t	t	161
511145.b2069	511145.b3340	reaction		f	f	161
511145.b2069	511145.b3340	reaction		t	f	161
511145.b2069	511145.b3340	reaction		t	t	161
511145.b2069	511145.b3347	binding		f	f	179
511145.b2069	511145.b3347	reaction		f	f	179
511145.b2069	511145.b3347	reaction		t	f	179
511145.b2069	511145.b3347	reaction		t	t	179
511145.b2069	511145.b3363	binding		f	f	165
511145.b2069	511145.b3363	catalysis		t	f	165
511145.b2069	511145.b3363	catalysis		t	t	165
511145.b2069	511145.b3363	reaction		f	f	165
511145.b2069	511145.b3363	reaction		t	f	165
511145.b2069	511145.b3363	reaction		t	t	165
511145.b2069	511145.b3530	binding		f	f	185
511145.b2069	511145.b3530	reaction		f	f	185
511145.b2069	511145.b3530	reaction		t	f	185
511145.b2069	511145.b3530	reaction		t	t	185
511145.b2069	511145.b3630	binding		f	f	183
511145.b2069	511145.b3630	reaction		t	f	181
511145.b2069	511145.b3630	reaction		t	t	181
511145.b2069	511145.b3926	reaction		t	f	171
511145.b2069	511145.b3926	reaction		t	t	171
511145.b2069	511145.b3987	binding		f	f	165
511145.b2069	511145.b3987	catalysis		t	f	165
511145.b2069	511145.b3987	catalysis		t	t	165
511145.b2069	511145.b3987	reaction		f	f	165
511145.b2069	511145.b3987	reaction		t	f	165
511145.b2069	511145.b3987	reaction		t	t	165
511145.b2069	511145.b4017	binding		f	f	181
511145.b2069	511145.b4051	binding		f	f	152
511145.b2069	511145.b4051	catalysis		t	f	152
511145.b2069	511145.b4051	catalysis		t	t	152
511145.b2069	511145.b4051	reaction		f	f	152
511145.b2069	511145.b4051	reaction		t	f	152
511145.b2069	511145.b4051	reaction		t	t	152
511145.b2069	511145.b4143	binding		f	f	181
511145.b2069	511145.b4153	binding		f	f	161
511145.b2069	511145.b4154	binding		f	f	163
511145.b2069	511145.b4207	binding		f	f	179
511145.b2069	511145.b4207	reaction		f	f	179
511145.b2069	511145.b4207	reaction		t	f	179
511145.b2069	511145.b4207	reaction		t	t	179
511145.b2069	511145.b4481	reaction		t	f	171
511145.b2069	511145.b4481	reaction		t	t	171
511145.b2072	511145.b0049	binding		f	f	158
511145.b2072	511145.b0115	catalysis		t	t	171
511145.b2072	511145.b0243	binding		f	f	169
511145.b2072	511145.b0727	catalysis		t	t	171
511145.b2072	511145.b0882	binding		f	f	151
511145.b2072	511145.b1207	catalysis		t	t	167
511145.b2072	511145.b1838	binding		f	f	158
511145.b2072	511145.b2592	binding		f	f	151
511145.b2072	511145.b2734	binding		f	f	158
511145.b2072	511145.b3207	activation	activation	f	f	309
511145.b2072	511145.b3207	binding		f	f	309
511145.b2072	511145.b3207	catalysis		t	f	213
511145.b2072	511145.b3207	catalysis		t	t	213
511145.b2072	511145.b3207	inhibition	inhibition	f	f	309
511145.b2072	511145.b3207	ptmod		f	f	309
511145.b2072	511145.b3207	ptmod		t	t	181
511145.b2072	511145.b3207	reaction		f	f	213
511145.b2072	511145.b3207	reaction		t	f	213
511145.b2072	511145.b3207	reaction		t	t	213
511145.b2072	511145.b3630	activation	activation	f	f	309
511145.b2072	511145.b3630	binding		f	f	309
511145.b2072	511145.b3630	catalysis		t	f	213
511145.b2072	511145.b3630	catalysis		t	t	213
511145.b2072	511145.b3630	inhibition	inhibition	f	f	309
511145.b2072	511145.b3630	ptmod		f	f	309
511145.b2072	511145.b3630	ptmod		t	t	181
511145.b2072	511145.b3630	reaction		f	f	213
511145.b2072	511145.b3630	reaction		t	f	213
511145.b2072	511145.b3630	reaction		t	t	213
511145.b2072	511145.b3649	binding		f	f	158
511145.b2074	511145.b0572	binding		f	f	158
511145.b2074	511145.b0879	binding		f	f	229
511145.b2074	511145.b2075	binding		f	f	911
511145.b2074	511145.b2076	binding		f	f	911
511145.b2074	511145.b3035	binding		f	f	911
511145.b2075	511145.b0407	binding		f	f	165
511145.b2075	511145.b0463	binding		f	f	165
511145.b2075	511145.b2074	binding		f	f	911
511145.b2075	511145.b2076	binding		f	f	905
511145.b2075	511145.b3035	binding		f	f	912
511145.b2075	511145.b3265	binding		f	f	165
511145.b2075	511145.b3513	binding		f	f	165
511145.b2076	511145.b0407	binding		f	f	165
511145.b2076	511145.b0463	binding		f	f	165
511145.b2076	511145.b2074	binding		f	f	911
511145.b2076	511145.b2075	binding		f	f	905
511145.b2076	511145.b3035	binding		f	f	912
511145.b2076	511145.b3265	binding		f	f	165
511145.b2076	511145.b3513	binding		f	f	165
511145.b2078	511145.b0115	binding		f	f	167
511145.b2078	511145.b0115	catalysis		t	t	167
511145.b2078	511145.b0115	inhibition	inhibition	t	t	167
511145.b2078	511145.b0696	binding		f	f	163
511145.b2078	511145.b0697	binding		f	f	161
511145.b2078	511145.b0727	binding		f	f	167
511145.b2078	511145.b0727	catalysis		t	t	167
511145.b2078	511145.b0727	inhibition	inhibition	t	t	167
511145.b2078	511145.b0879	activation	activation	f	f	152
511145.b2078	511145.b0994	binding		f	f	177
511145.b2078	511145.b1207	binding		f	f	183
511145.b2078	511145.b1207	catalysis		t	t	183
511145.b2078	511145.b1207	inhibition	inhibition	f	f	183
511145.b2078	511145.b1207	inhibition	inhibition	t	t	183
511145.b2078	511145.b1207	ptmod		f	f	183
511145.b2078	511145.b1489	activation	activation	f	f	153
511145.b2078	511145.b1489	binding		f	f	153
511145.b2078	511145.b1489	ptmod		f	f	153
511145.b2078	511145.b1516	binding		f	f	177
511145.b2078	511145.b1888	activation	activation	f	f	152
511145.b2078	511145.b1888	binding		f	f	152
511145.b2078	511145.b1888	ptmod		f	f	152
511145.b2078	511145.b1901	binding		f	f	177
511145.b2078	511145.b2067	binding		f	f	183
511145.b2078	511145.b2067	inhibition	inhibition	f	f	183
511145.b2078	511145.b2079	activation	activation	f	f	855
511145.b2078	511145.b2079	binding		f	f	402
511145.b2078	511145.b2079	inhibition	inhibition	f	f	181
511145.b2078	511145.b2079	ptmod		f	f	855
511145.b2078	511145.b2079	ptmod		t	t	179
511145.b2078	511145.b2150	binding		f	f	177
511145.b2078	511145.b2370	activation	activation	f	f	152
511145.b2078	511145.b2370	binding		f	f	152
511145.b2078	511145.b2370	inhibition	inhibition	f	f	152
511145.b2078	511145.b2370	ptmod		f	f	152
511145.b2078	511145.b2548	binding		f	f	177
511145.b2078	511145.b2786	activation	activation	f	f	205
511145.b2078	511145.b2786	binding		f	f	205
511145.b2078	511145.b2786	inhibition	inhibition	f	f	183
511145.b2078	511145.b2786	ptmod		f	f	205
511145.b2078	511145.b3207	activation	activation	f	f	165
511145.b2078	511145.b3207	binding		f	f	163
511145.b2078	511145.b3210	activation	activation	f	f	202
511145.b2078	511145.b3210	binding		f	f	202
511145.b2078	511145.b3210	inhibition	inhibition	f	f	202
511145.b2078	511145.b3210	ptmod		f	f	202
511145.b2078	511145.b3630	activation	activation	f	f	165
511145.b2078	511145.b3630	binding		f	f	163
511145.b2078	511145.b3751	binding		f	f	177
511145.b2078	511145.b4088	binding		f	f	177
511145.b2078	511145.b4227	binding		f	f	177
511145.b2079	511145.b0993	activation	activation	f	f	152
511145.b2079	511145.b0993	binding		f	f	152
511145.b2079	511145.b0993	inhibition	inhibition	f	f	152
511145.b2079	511145.b0993	ptmod		f	f	152
511145.b2079	511145.b0993	ptmod		t	f	152
511145.b2079	511145.b0993	ptmod		t	t	152
511145.b2079	511145.b1421	activation	activation	f	f	156
511145.b2079	511145.b1421	binding		f	f	156
511145.b2079	511145.b1421	inhibition	inhibition	f	f	156
511145.b2079	511145.b1421	ptmod		f	f	156
511145.b2079	511145.b1489	activation	activation	f	f	195
511145.b2079	511145.b1489	binding		f	f	195
511145.b2079	511145.b1489	inhibition	inhibition	f	f	195
511145.b2079	511145.b1489	ptmod		f	f	195
511145.b2079	511145.b1702	binding		f	f	150
511145.b2079	511145.b1743	expression		t	t	401
511145.b2079	511145.b1794	activation	activation	f	f	256
511145.b2079	511145.b1794	binding		f	f	256
511145.b2079	511145.b1794	inhibition	inhibition	f	f	154
511145.b2079	511145.b1794	ptmod		f	f	256
511145.b2079	511145.b1881	inhibition	inhibition	f	f	173
511145.b2079	511145.b1881	ptmod		f	f	173
511145.b2079	511145.b1885	activation	activation	f	f	156
511145.b2079	511145.b1885	binding		f	f	156
511145.b2079	511145.b1885	inhibition	inhibition	f	f	156
511145.b2079	511145.b1885	ptmod		f	f	156
511145.b2079	511145.b1886	activation	activation	f	f	156
511145.b2079	511145.b1886	binding		f	f	156
511145.b2079	511145.b1886	inhibition	inhibition	f	f	156
511145.b2079	511145.b1886	ptmod		f	f	156
511145.b2079	511145.b1946	inhibition	inhibition	f	f	161
511145.b2079	511145.b1946	ptmod		f	f	161
511145.b2079	511145.b2067	activation	activation	f	f	153
511145.b2079	511145.b2067	binding		f	f	153
511145.b2079	511145.b2067	inhibition	inhibition	f	f	153
511145.b2079	511145.b2067	ptmod		f	f	153
511145.b2079	511145.b2067	ptmod		t	f	153
511145.b2079	511145.b2078	activation	activation	f	f	855
511145.b2079	511145.b2078	binding		f	f	402
511145.b2079	511145.b2078	inhibition	inhibition	f	f	181
511145.b2079	511145.b2078	ptmod		f	f	855
511145.b2079	511145.b2078	ptmod		t	f	179
511145.b2079	511145.b2370	activation	activation	f	f	211
511145.b2079	511145.b2370	binding		f	f	211
511145.b2079	511145.b2370	inhibition	inhibition	f	f	211
511145.b2079	511145.b2370	ptmod		f	f	211
511145.b2079	511145.b2370	ptmod		t	f	211
511145.b2079	511145.b2370	ptmod		t	t	153
511145.b2079	511145.b2494	activation	activation	f	f	152
511145.b2079	511145.b2494	ptmod		f	f	152
511145.b2079	511145.b2786	activation	activation	f	f	215
511145.b2079	511145.b2786	binding		f	f	215
511145.b2079	511145.b2786	inhibition	inhibition	f	f	188
511145.b2079	511145.b2786	ptmod		f	f	215
511145.b2079	511145.b2786	ptmod		t	f	213
511145.b2079	511145.b3072	activation	activation	f	f	156
511145.b2079	511145.b3072	binding		f	f	156
511145.b2079	511145.b3072	inhibition	inhibition	f	f	156
511145.b2079	511145.b3072	ptmod		f	f	156
511145.b2079	511145.b3210	activation	activation	f	f	194
511145.b2079	511145.b3210	binding		f	f	194
511145.b2079	511145.b3210	inhibition	inhibition	f	f	194
511145.b2079	511145.b3210	ptmod		f	f	194
511145.b2079	511145.b3210	ptmod		t	f	194
511145.b2079	511145.b3210	ptmod		t	t	153
511145.b2079	511145.b4355	activation	activation	f	f	156
511145.b2079	511145.b4355	binding		f	f	156
511145.b2079	511145.b4355	inhibition	inhibition	f	f	156
511145.b2079	511145.b4355	ptmod		f	f	156
511145.b2079	511145.b4399	activation	activation	f	f	252
511145.b2079	511145.b4399	binding		f	f	177
511145.b2079	511145.b4399	inhibition	inhibition	f	f	181
511145.b2079	511145.b4399	ptmod		f	f	252
511145.b2079	511145.b4399	ptmod		t	f	179
511145.b2086	511145.b0720	binding		f	f	398
511145.b2086	511145.b0841	binding		f	f	151
511145.b2086	511145.b1024	binding		f	f	177
511145.b2086	511145.b1024	catalysis		t	f	165
511145.b2086	511145.b1024	catalysis		t	t	165
511145.b2086	511145.b1024	reaction		f	f	165
511145.b2086	511145.b1024	reaction		t	f	165
511145.b2086	511145.b1024	reaction		t	t	165
511145.b2086	511145.b1278	binding		f	f	151
511145.b2086	511145.b1411	binding		f	f	151
511145.b2086	511145.b2174	binding		f	f	151
511145.b2086	511145.b2275	binding		f	f	177
511145.b2086	511145.b2275	catalysis		t	f	165
511145.b2086	511145.b2275	catalysis		t	t	165
511145.b2086	511145.b2275	reaction		f	f	165
511145.b2086	511145.b2275	reaction		t	f	165
511145.b2086	511145.b2275	reaction		t	t	165
511145.b2086	511145.b2549	binding		f	f	177
511145.b2086	511145.b2549	catalysis		t	f	165
511145.b2086	511145.b2549	catalysis		t	t	165
511145.b2086	511145.b2549	reaction		f	f	165
511145.b2086	511145.b2549	reaction		t	f	165
511145.b2086	511145.b2549	reaction		t	t	165
511145.b2086	511145.b2697	binding		f	f	209
511145.b2086	511145.b2697	catalysis		t	f	183
511145.b2086	511145.b2697	catalysis		t	t	183
511145.b2086	511145.b2697	reaction		f	f	183
511145.b2086	511145.b2697	reaction		t	f	183
511145.b2086	511145.b2697	reaction		t	t	183
511145.b2086	511145.b2851	binding		f	f	177
511145.b2086	511145.b2851	catalysis		t	f	165
511145.b2086	511145.b2851	catalysis		t	t	165
511145.b2086	511145.b2851	reaction		f	f	165
511145.b2086	511145.b2851	reaction		t	f	165
511145.b2086	511145.b2851	reaction		t	t	165
511145.b2086	511145.b2852	binding		f	f	177
511145.b2086	511145.b2852	catalysis		t	f	165
511145.b2086	511145.b2852	catalysis		t	t	165
511145.b2086	511145.b2852	reaction		f	f	165
511145.b2086	511145.b2852	reaction		t	f	165
511145.b2086	511145.b2852	reaction		t	t	165
511145.b2086	511145.b3530	binding		f	f	177
511145.b2086	511145.b3530	catalysis		t	f	165
511145.b2086	511145.b3530	catalysis		t	t	165
511145.b2086	511145.b3530	reaction		f	f	165
511145.b2086	511145.b3530	reaction		t	f	165
511145.b2086	511145.b3530	reaction		t	t	165
511145.b2086	511145.b4042	binding		f	f	152
511145.b2091	511145.b0312	binding		f	f	154
511145.b2091	511145.b0356	binding		f	f	254
511145.b2091	511145.b1241	binding		f	f	154
511145.b2091	511145.b1300	binding		f	f	154
511145.b2091	511145.b1378	binding		f	f	190
511145.b2091	511145.b1385	binding		f	f	154
511145.b2091	511145.b1387	binding		f	f	154
511145.b2091	511145.b1415	binding		f	f	154
511145.b2091	511145.b1444	binding		f	f	154
511145.b2091	511145.b1525	binding		f	f	154
511145.b2091	511145.b1746	binding		f	f	154
511145.b2091	511145.b2093	binding		f	f	185
511145.b2091	511145.b2094	binding		f	f	153
511145.b2091	511145.b2249	binding		f	f	353
511145.b2091	511145.b2291	binding		f	f	183
511145.b2091	511145.b2294	binding		f	f	241
511145.b2091	511145.b2455	binding		f	f	154
511145.b2091	511145.b2661	binding		f	f	154
511145.b2091	511145.b3588	binding		f	f	154
511145.b2091	511145.b3656	binding		f	f	329
511145.b2091	511145.b4304	binding		f	f	181
511145.b2093	511145.b1198	activation	activation	f	f	177
511145.b2093	511145.b1198	ptmod		f	f	177
511145.b2093	511145.b2091	binding		f	f	185
511145.b2093	511145.b2094	binding		f	f	915
511145.b2093	511145.b2383	activation	activation	f	f	205
511145.b2093	511145.b2383	binding		f	f	192
511145.b2093	511145.b2383	ptmod		f	f	205
511145.b2093	511145.b2415	activation	activation	f	f	801
511145.b2093	511145.b2415	catalysis		t	t	900
511145.b2093	511145.b2415	ptmod		f	f	801
511145.b2093	511145.b3251	binding		f	f	171
511145.b2093	511145.b3599	binding		f	f	183
511145.b2093	511145.b3687	binding		f	f	299
511145.b2093	511145.b3947	activation	activation	f	f	205
511145.b2093	511145.b3947	binding		f	f	192
511145.b2093	511145.b3947	ptmod		f	f	205
511145.b2093	511145.b4193	binding		f	f	563
511145.b2093	511145.b4302	binding		f	f	801
511145.b2093	511145.b4304	binding		f	f	859
511145.b2093	511145.b4565	binding		f	f	800
511145.b2094	511145.b0118	binding		f	f	353
511145.b2094	511145.b0679	binding		f	f	206
511145.b2094	511145.b1817	binding		f	f	151
511145.b2094	511145.b2091	binding		f	f	153
511145.b2094	511145.b2093	binding		f	f	915
511145.b2094	511145.b2167	activation	activation	f	f	152
511145.b2094	511145.b2167	binding		f	f	152
511145.b2094	511145.b2167	ptmod		f	f	152
511145.b2094	511145.b2169	activation	activation	f	f	150
511145.b2094	511145.b2169	binding		f	f	150
511145.b2094	511145.b2169	ptmod		f	f	150
511145.b2094	511145.b2310	binding		f	f	152
511145.b2094	511145.b2415	activation	activation	f	f	805
511145.b2094	511145.b2415	catalysis		t	t	900
511145.b2094	511145.b2415	ptmod		f	f	805
511145.b2094	511145.b3722	binding		f	f	206
511145.b2094	511145.b4302	binding		f	f	800
511145.b2094	511145.b4304	binding		f	f	829
511145.b2094	511145.b4565	binding		f	f	801
511145.b2095	511145.b0098	binding		f	f	414
511145.b2095	511145.b0171	binding		f	f	317
511145.b2095	511145.b1773	binding		f	f	175
511145.b2095	511145.b1779	binding		f	f	396
511145.b2095	511145.b2096	binding		f	f	923
511145.b2095	511145.b2925	binding		f	f	194
511145.b2095	511145.b3132	binding		f	f	800
511145.b2095	511145.b3137	binding		f	f	846
511145.b2095	511145.b3181	binding		f	f	420
511145.b2095	511145.b3931	binding		f	f	265
511145.b2096	511145.b0015	binding		f	f	329
511145.b2096	511145.b0095	binding		f	f	430
511145.b2096	511145.b0679	binding		f	f	213
511145.b2096	511145.b0731	binding		f	f	238
511145.b2096	511145.b0755	binding		f	f	232
511145.b2096	511145.b1200	binding		f	f	169
511145.b2096	511145.b1378	binding		f	f	557
511145.b2096	511145.b1676	binding		f	f	321
511145.b2096	511145.b1702	binding		f	f	185
511145.b2096	511145.b1779	binding		f	f	288
511145.b2096	511145.b1854	binding		f	f	321
511145.b2096	511145.b2095	binding		f	f	923
511145.b2096	511145.b2383	binding		f	f	211
511145.b2096	511145.b2465	binding		f	f	151
511145.b2096	511145.b2729	binding		f	f	195
511145.b2096	511145.b2779	binding		f	f	235
511145.b2096	511145.b2926	binding		f	f	194
511145.b2096	511145.b2927	binding		f	f	288
511145.b2096	511145.b2935	binding		f	f	151
511145.b2096	511145.b3132	binding		f	f	846
511145.b2096	511145.b3137	binding		f	f	800
511145.b2096	511145.b3251	binding		f	f	411
511145.b2096	511145.b3339	binding		f	f	203
511145.b2096	511145.b3418	binding		f	f	455
511145.b2096	511145.b3686	binding		f	f	455
511145.b2096	511145.b3687	binding		f	f	411
511145.b2096	511145.b3722	binding		f	f	213
511145.b2096	511145.b3725	binding		f	f	455
511145.b2096	511145.b3919	binding		f	f	260
511145.b2096	511145.b3947	binding		f	f	211
511145.b2096	511145.b3980	binding		f	f	208
511145.b2096	511145.b4025	binding		f	f	382
511145.b2096	511145.b4143	binding		f	f	896
511145.b2097	511145.b0492	binding		f	f	400
511145.b2097	511145.b1378	binding		f	f	152
511145.b2097	511145.b1702	binding		f	f	207
511145.b2097	511145.b2925	binding		f	f	802
511145.b2097	511145.b3919	binding		f	f	158
511145.b2097	511145.b4025	binding		f	f	152
511145.b2100	511145.b0679	binding		f	f	181
511145.b2100	511145.b0731	binding		f	f	183
511145.b2100	511145.b1131	binding		f	f	161
511145.b2100	511145.b1623	binding		f	f	163
511145.b2100	511145.b2383	binding		f	f	153
511145.b2100	511145.b2475	binding		f	f	195
511145.b2100	511145.b3722	binding		f	f	181
511145.b2100	511145.b3947	binding		f	f	153
511145.b2103	511145.b3993	binding		f	f	384
511145.b2105	511145.b2106	expression		t	t	401
511145.b2106	511145.b2105	expression		t	f	401
511145.b2107	511145.b4238	binding		f	f	203
511145.b2108	511145.b2110	binding		f	f	152
511145.b2109	511145.b0531	binding		f	f	152
511145.b2109	511145.b1503	binding		f	f	175
511145.b2109	511145.b2336	binding		f	f	153
511145.b2109	511145.b3143	binding		f	f	153
511145.b2109	511145.b4318	binding		f	f	163
511145.b2109	511145.b4319	binding		f	f	175
511145.b2109	511145.b4320	binding		f	f	151
511145.b2110	511145.b2108	binding		f	f	152
511145.b2113	511145.b0873	catalysis		t	f	157
511145.b2113	511145.b1378	reaction		f	f	190
511145.b2113	511145.b1378	reaction		t	f	190
511145.b2113	511145.b1378	reaction		t	t	190
511145.b2113	511145.b2047	binding		f	f	151
511145.b2113	511145.b2281	reaction		f	f	190
511145.b2113	511145.b2281	reaction		t	f	190
511145.b2113	511145.b2281	reaction		t	t	190
511145.b2113	511145.b2285	reaction		f	f	196
511145.b2113	511145.b2285	reaction		t	f	196
511145.b2113	511145.b2285	reaction		t	t	196
511145.b2113	511145.b2286	reaction		f	f	278
511145.b2113	511145.b2286	reaction		t	f	278
511145.b2113	511145.b2286	reaction		t	t	278
511145.b2113	511145.b2287	reaction		f	f	278
511145.b2113	511145.b2287	reaction		t	f	278
511145.b2113	511145.b2287	reaction		t	t	278
511145.b2113	511145.b2764	catalysis		t	f	157
511145.b2114	511145.b0026	binding		f	f	345
